               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 213,            0.038496,            0.025366,           0.0020207,             0.84949,              0.6201,             0.71664,             0.44242,            0.045471,            0.015808,           0.0044178,           0.0089506,           0.0089506,           0.0089506
                 214,             0.03835,            0.027357,            0.001772,             0.82148,              0.6481,             0.69504,             0.40178,            0.049179,            0.015508,           0.0057753,           0.0089456,           0.0089456,           0.0089456
                 215,            0.037944,            0.024978,           0.0019636,             0.85495,              0.6263,             0.72101,             0.41936,            0.046113,            0.015775,           0.0048091,           0.0089407,           0.0089407,           0.0089407
                 216,            0.039708,            0.027871,           0.0017883,             0.75755,             0.67167,             0.69711,             0.41216,            0.046557,            0.015675,           0.0054066,           0.0089358,           0.0089358,           0.0089358
                 217,            0.038001,            0.027605,           0.0020391,              0.8443,             0.60412,             0.69335,             0.42102,             0.04583,            0.015865,           0.0058224,           0.0089308,           0.0089308,           0.0089308
                 218,            0.037557,            0.026182,           0.0018073,             0.73332,             0.68914,             0.70613,             0.44632,            0.045853,             0.01487,           0.0053799,           0.0089258,           0.0089258,           0.0089258
                 219,            0.038388,            0.025294,           0.0017683,             0.83811,              0.6159,              0.6885,             0.41648,            0.047889,            0.015516,           0.0060315,           0.0089209,           0.0089209,           0.0089209
                 220,            0.037006,            0.026568,           0.0016796,             0.79761,             0.66827,             0.70813,             0.42118,            0.044328,            0.014409,           0.0029878,           0.0089159,           0.0089159,           0.0089159
                 221,            0.039138,            0.027589,           0.0019356,             0.80786,             0.66159,             0.72125,             0.43842,            0.045646,            0.015343,           0.0046047,            0.008911,            0.008911,            0.008911
                 222,            0.039947,            0.026635,           0.0019013,             0.86943,             0.64072,             0.73665,             0.44003,            0.045996,            0.015024,           0.0041363,           0.0089061,           0.0089061,           0.0089061
                 223,            0.036457,            0.025439,           0.0017277,             0.85172,             0.66231,             0.73394,             0.43515,            0.046771,            0.015392,           0.0039283,           0.0089011,           0.0089011,           0.0089011
                 224,            0.037697,            0.025853,           0.0018291,             0.83045,             0.61683,             0.71324,             0.42212,            0.047238,            0.015227,            0.004611,           0.0088962,           0.0088962,           0.0088962
                 225,            0.037447,            0.025505,           0.0021789,             0.86958,             0.64841,             0.74775,             0.44837,            0.045965,            0.015155,           0.0040026,           0.0088912,           0.0088912,           0.0088912
                 226,            0.037351,            0.026136,           0.0018409,             0.87649,             0.63619,              0.7274,              0.4434,            0.045305,            0.015655,           0.0032208,           0.0088863,           0.0088863,           0.0088863
                 227,            0.036387,            0.025945,           0.0018879,             0.89953,             0.62388,             0.71819,             0.42333,            0.048081,            0.015526,           0.0047318,           0.0088813,           0.0088813,           0.0088813
                 228,            0.037254,            0.026236,           0.0018432,              0.8814,             0.64366,             0.71945,             0.42444,            0.046947,            0.015722,           0.0038798,           0.0088763,           0.0088763,           0.0088763
                 229,            0.036966,             0.02668,           0.0020051,             0.79075,             0.68417,             0.72268,             0.42646,            0.044034,            0.016549,           0.0037057,           0.0088714,           0.0088714,           0.0088714
                 230,            0.036993,            0.026821,            0.001834,             0.83615,             0.65112,             0.71341,             0.42521,            0.046395,            0.016393,           0.0046432,           0.0088664,           0.0088664,           0.0088664
                 231,            0.036775,            0.025687,            0.002009,             0.87049,             0.59595,             0.70974,             0.41767,            0.048863,            0.016126,           0.0044917,           0.0088615,           0.0088615,           0.0088615
                 232,            0.036227,            0.028038,           0.0017774,             0.77648,             0.69208,             0.72527,             0.43812,            0.042751,            0.015507,           0.0027331,           0.0088565,           0.0088565,           0.0088565
                 233,            0.036527,            0.025585,           0.0017229,             0.81093,             0.67646,             0.73243,             0.43306,            0.044827,            0.015514,           0.0030993,           0.0088516,           0.0088516,           0.0088516
                 234,            0.036024,            0.025889,           0.0017254,             0.88899,             0.64739,             0.73163,             0.45251,            0.045663,             0.01553,           0.0041509,           0.0088466,           0.0088466,           0.0088466
                 235,            0.036261,            0.024422,           0.0016589,             0.86667,             0.66414,             0.72751,             0.44671,            0.047868,            0.015595,           0.0042459,           0.0088417,           0.0088417,           0.0088417
                 236,            0.036669,            0.026117,           0.0019089,             0.86084,             0.62071,             0.70318,             0.41525,            0.046592,            0.016101,           0.0043665,           0.0088368,           0.0088368,           0.0088368
                 237,            0.037303,            0.028079,           0.0019562,             0.85136,             0.64961,             0.71782,             0.41281,            0.046239,            0.016944,           0.0033296,           0.0088318,           0.0088318,           0.0088318
                 238,            0.036024,            0.026106,           0.0017542,             0.82602,             0.67946,             0.73682,             0.43463,            0.045144,            0.015861,           0.0030348,           0.0088268,           0.0088268,           0.0088268
                 239,            0.035402,            0.026193,           0.0018628,             0.75235,             0.72033,             0.71805,             0.43608,            0.044498,            0.015914,           0.0025318,           0.0088219,           0.0088219,           0.0088219
                 240,             0.03433,            0.025617,           0.0019629,             0.84382,             0.66954,             0.73914,             0.44542,            0.045247,            0.015716,           0.0024663,            0.008817,            0.008817,            0.008817
                 241,            0.035574,            0.025285,           0.0015491,             0.84058,              0.6377,             0.71286,             0.43311,            0.045243,            0.016381,           0.0027965,            0.008812,            0.008812,            0.008812
                 242,            0.037152,            0.025276,           0.0021101,              0.8116,             0.65041,             0.72121,             0.43148,            0.044977,            0.015666,           0.0031952,           0.0088071,           0.0088071,           0.0088071
                 243,            0.038368,            0.026152,           0.0018693,             0.86863,             0.65858,             0.71595,             0.43768,            0.044161,            0.016127,           0.0037771,           0.0088021,           0.0088021,           0.0088021
                 244,            0.038369,            0.025121,            0.001557,             0.84616,              0.6608,             0.72035,             0.43283,            0.043682,            0.015766,           0.0037261,           0.0087972,           0.0087972,           0.0087972
                 245,            0.037394,            0.026305,           0.0018244,             0.84989,              0.5959,             0.67185,             0.38241,            0.048763,            0.016781,           0.0044724,           0.0087922,           0.0087922,           0.0087922
                 246,             0.03454,            0.026916,           0.0016591,             0.84691,             0.63363,             0.70455,             0.41983,            0.045266,            0.015339,           0.0041901,           0.0087872,           0.0087872,           0.0087872
                 247,            0.035962,            0.025637,            0.001742,             0.89033,             0.61268,             0.72331,             0.44092,            0.044274,            0.015186,           0.0050524,           0.0087823,           0.0087823,           0.0087823
                 248,            0.035958,            0.026602,           0.0018225,             0.82609,             0.63911,             0.70307,              0.4119,            0.046833,            0.015203,           0.0043068,           0.0087774,           0.0087774,           0.0087774
                 249,            0.035823,            0.024776,           0.0016449,             0.85729,             0.65263,             0.70979,             0.43666,            0.046691,            0.014786,           0.0049871,           0.0087724,           0.0087724,           0.0087724
                 250,            0.036154,            0.026456,           0.0015416,             0.86312,             0.62651,              0.7043,             0.44252,            0.044553,            0.015184,           0.0038796,           0.0087674,           0.0087674,           0.0087674
                 251,            0.035998,            0.024968,           0.0016565,             0.84891,             0.67294,             0.73958,             0.45619,            0.046052,            0.015595,            0.003671,           0.0087625,           0.0087625,           0.0087625
                 252,            0.035171,            0.026122,           0.0016904,             0.80068,             0.70256,             0.73444,             0.43658,            0.044879,            0.015509,           0.0036433,           0.0087576,           0.0087576,           0.0087576
                 253,            0.034765,            0.024846,           0.0017671,             0.83016,             0.66381,             0.73223,             0.42797,             0.04545,            0.015284,            0.003028,           0.0087526,           0.0087526,           0.0087526
                 254,            0.035407,            0.025834,           0.0016641,             0.86652,             0.63924,             0.71759,             0.43784,            0.044137,            0.014893,           0.0031045,           0.0087476,           0.0087476,           0.0087476
                 255,            0.033617,            0.023436,           0.0016836,             0.82462,             0.65707,             0.73246,             0.45314,            0.043596,            0.014836,           0.0029941,           0.0087427,           0.0087427,           0.0087427
                 256,            0.036486,            0.025723,           0.0018533,             0.79028,             0.65774,             0.70342,             0.44392,            0.043714,            0.014751,           0.0032841,           0.0087378,           0.0087378,           0.0087378
                 257,            0.035473,            0.024119,            0.001978,             0.86086,             0.60705,             0.70955,             0.44374,            0.046959,            0.014247,           0.0034575,           0.0087328,           0.0087328,           0.0087328
                 258,             0.03547,            0.024418,           0.0019092,             0.85503,             0.64437,             0.72153,             0.43654,            0.042476,            0.014978,           0.0030678,           0.0087278,           0.0087278,           0.0087278
                 259,            0.034392,            0.023836,           0.0016868,             0.84467,             0.66013,             0.74299,             0.44171,            0.045227,            0.015003,           0.0031247,           0.0087229,           0.0087229,           0.0087229
                 260,            0.036239,             0.02616,           0.0018746,             0.81994,             0.67698,             0.72987,             0.44855,            0.044576,            0.015005,           0.0030376,            0.008718,            0.008718,            0.008718
                 261,            0.034457,            0.023665,           0.0015613,             0.84933,             0.68378,             0.74258,             0.45244,            0.043575,            0.014906,           0.0032061,            0.008713,            0.008713,            0.008713
                 262,            0.035325,            0.026124,           0.0016825,             0.86928,             0.66717,             0.72166,             0.45334,            0.042757,            0.014574,           0.0029787,           0.0087081,           0.0087081,           0.0087081
                 263,            0.034394,            0.024375,           0.0017526,             0.86114,             0.64855,             0.70926,             0.44124,            0.044502,            0.015291,           0.0034836,           0.0087031,           0.0087031,           0.0087031
                 264,            0.033343,            0.024523,           0.0019504,             0.82093,             0.67812,             0.71316,              0.4439,            0.042557,            0.015156,           0.0036372,           0.0086981,           0.0086981,           0.0086981
                 265,            0.035293,            0.025119,           0.0016599,              0.8896,              0.6335,             0.71128,             0.42338,            0.046425,            0.014902,           0.0042395,           0.0086932,           0.0086932,           0.0086932
                 266,            0.035054,            0.024871,           0.0016324,             0.89039,             0.65485,             0.73337,             0.44942,             0.04454,            0.014798,           0.0034591,           0.0086882,           0.0086882,           0.0086882
                 267,            0.034804,            0.025455,           0.0015462,             0.82931,             0.66795,             0.71421,             0.42735,            0.045649,            0.014377,           0.0050782,           0.0086833,           0.0086833,           0.0086833
                 268,            0.035286,            0.025175,           0.0018226,             0.85566,              0.6489,             0.72893,             0.43025,             0.04426,            0.014887,           0.0045755,           0.0086783,           0.0086783,           0.0086783
                 269,            0.034809,            0.024848,            0.001655,             0.90323,             0.62616,             0.71632,             0.43065,            0.042627,             0.01568,           0.0038945,           0.0086734,           0.0086734,           0.0086734
                 270,            0.034348,            0.026244,           0.0019356,             0.88367,             0.63246,             0.72841,               0.445,            0.043253,            0.015305,           0.0038208,           0.0086684,           0.0086684,           0.0086684
                 271,            0.033632,             0.02384,           0.0015261,             0.90201,             0.61628,             0.72937,             0.43269,            0.045536,            0.015386,           0.0040715,           0.0086635,           0.0086635,           0.0086635
                 272,            0.033034,            0.024777,            0.001685,             0.88523,             0.61834,             0.72629,             0.43379,            0.044804,            0.015896,           0.0036578,           0.0086586,           0.0086586,           0.0086586
                 273,             0.03478,            0.023956,           0.0016757,             0.88344,             0.63024,             0.73282,             0.43137,            0.044383,            0.016302,           0.0040029,           0.0086536,           0.0086536,           0.0086536
                 274,            0.036276,            0.024362,           0.0018902,             0.90724,              0.6481,             0.71772,             0.43444,             0.04406,            0.016223,           0.0032371,           0.0086486,           0.0086486,           0.0086486
                 275,            0.034525,            0.024455,           0.0016454,             0.79754,             0.68537,              0.7359,             0.43966,            0.042779,            0.015252,              0.0036,           0.0086437,           0.0086437,           0.0086437
                 276,            0.033688,            0.024299,            0.001703,             0.88098,             0.64912,             0.72694,             0.43336,              0.0476,            0.015208,           0.0041718,           0.0086388,           0.0086388,           0.0086388
                 277,            0.034281,            0.025212,           0.0015077,             0.90552,             0.66347,             0.72149,             0.43853,            0.045414,            0.015234,           0.0053951,           0.0086338,           0.0086338,           0.0086338
                 278,             0.03353,            0.024272,           0.0016697,             0.85723,             0.65334,             0.72269,             0.43898,             0.04636,             0.01506,           0.0054939,           0.0086288,           0.0086288,           0.0086288
                 279,            0.033622,            0.023664,           0.0019598,             0.83896,             0.67852,              0.7391,             0.45054,            0.046489,            0.015074,           0.0046846,           0.0086239,           0.0086239,           0.0086239
                 280,             0.03256,            0.023977,           0.0015291,             0.85382,              0.6549,             0.72282,             0.43339,            0.045478,            0.015235,           0.0041449,            0.008619,            0.008619,            0.008619
                 281,             0.03595,            0.023248,           0.0020291,             0.83793,             0.67947,             0.75166,             0.45064,            0.042559,            0.014896,           0.0036365,            0.008614,            0.008614,            0.008614
                 282,            0.032972,            0.023676,           0.0016958,              0.8661,             0.65228,             0.75559,             0.44034,            0.041953,            0.014832,           0.0026361,           0.0086091,           0.0086091,           0.0086091
                 283,            0.034474,            0.022567,           0.0014874,             0.79241,             0.69472,             0.73806,             0.45424,            0.042398,            0.014949,           0.0031917,           0.0086041,           0.0086041,           0.0086041
                 284,            0.033336,            0.024352,           0.0016402,             0.78068,             0.68672,             0.72404,             0.43374,            0.042974,            0.015335,           0.0037612,           0.0085992,           0.0085992,           0.0085992
                 285,             0.03361,            0.023882,           0.0015606,              0.9039,             0.63489,             0.72303,             0.44602,            0.041515,             0.01501,           0.0035841,           0.0085942,           0.0085942,           0.0085942
                 286,            0.033902,            0.022914,           0.0016987,             0.86251,             0.65485,             0.71545,             0.43641,            0.041889,            0.015013,           0.0032914,           0.0085893,           0.0085893,           0.0085893
                 287,            0.032506,            0.023749,           0.0018592,             0.85347,             0.69883,             0.73265,             0.44171,            0.040232,            0.015282,           0.0030913,           0.0085843,           0.0085843,           0.0085843
                 288,             0.03429,            0.023344,           0.0018159,             0.88233,             0.67644,             0.73953,             0.43627,            0.042527,             0.01534,           0.0038564,           0.0085793,           0.0085793,           0.0085793
                 289,            0.033186,            0.024245,           0.0014987,             0.82278,             0.69136,             0.74332,             0.45239,            0.045288,            0.015244,           0.0033881,           0.0085744,           0.0085744,           0.0085744
                 290,            0.032452,             0.02417,           0.0016007,             0.81741,             0.68717,             0.73539,             0.44276,            0.044369,            0.015668,           0.0029006,           0.0085695,           0.0085695,           0.0085695
                 291,            0.032826,            0.023673,           0.0016815,             0.82188,             0.67602,             0.73814,             0.46099,            0.043256,            0.015725,           0.0030206,           0.0085645,           0.0085645,           0.0085645
                 292,            0.032291,            0.024277,           0.0015401,              0.7554,             0.70107,              0.7377,             0.46106,            0.040271,            0.015825,           0.0030251,           0.0085596,           0.0085596,           0.0085596
                 293,            0.031865,            0.023469,           0.0015232,             0.85078,             0.63842,             0.70627,              0.4421,            0.044138,            0.015447,           0.0046936,           0.0085546,           0.0085546,           0.0085546
                 294,            0.032736,            0.022712,           0.0015551,             0.88823,             0.64048,             0.72433,             0.45944,            0.044599,            0.015244,           0.0056351,           0.0085497,           0.0085497,           0.0085497
                 295,             0.03246,            0.022252,           0.0016644,             0.82472,             0.66676,              0.7208,             0.45345,            0.045289,            0.015872,           0.0042852,           0.0085447,           0.0085447,           0.0085447
                 296,            0.032178,            0.023084,           0.0013381,             0.83605,             0.66231,             0.73072,             0.45106,            0.044536,            0.016301,           0.0033198,           0.0085398,           0.0085398,           0.0085398
                 297,            0.032383,            0.022155,           0.0015815,             0.85665,             0.65906,             0.73929,              0.4553,            0.043747,            0.016522,           0.0030335,           0.0085348,           0.0085348,           0.0085348
                 298,            0.033936,            0.022715,           0.0014926,             0.88795,             0.64437,             0.74217,             0.46268,            0.044927,            0.015119,           0.0037376,           0.0085299,           0.0085299,           0.0085299
                 299,             0.03278,            0.022752,           0.0014542,              0.8938,             0.63024,             0.72973,             0.45116,            0.045951,            0.014846,           0.0033853,           0.0085249,           0.0085249,           0.0085249
                 300,             0.03392,            0.024317,           0.0016196,             0.84621,             0.65056,             0.73483,              0.4584,            0.043889,            0.015184,            0.003946,             0.00852,             0.00852,             0.00852
                 301,            0.033406,            0.024085,           0.0014342,             0.84849,             0.66748,             0.73301,             0.46926,            0.047552,            0.014871,           0.0044816,            0.008515,            0.008515,            0.008515
                 302,            0.033146,            0.023754,           0.0016343,             0.89691,             0.66662,             0.75075,             0.45963,            0.047858,            0.014645,           0.0040235,             0.00851,             0.00851,             0.00851
                 303,            0.033285,            0.023367,           0.0015261,              0.7546,             0.70034,              0.7349,             0.44957,            0.045988,            0.015081,           0.0038349,           0.0085051,           0.0085051,           0.0085051
                 304,            0.032792,             0.02263,           0.0017772,             0.78684,             0.72122,             0.75548,             0.44074,            0.044475,            0.014912,           0.0035522,           0.0085002,           0.0085002,           0.0085002
                 305,            0.033504,            0.023984,           0.0016059,             0.88596,             0.64739,             0.75922,             0.47145,            0.043305,            0.014325,           0.0033841,           0.0084952,           0.0084952,           0.0084952
                 306,             0.03267,            0.024287,           0.0015122,             0.87728,             0.66777,             0.75709,             0.47611,            0.043577,            0.014504,           0.0033536,           0.0084903,           0.0084903,           0.0084903
                 307,            0.031449,             0.02417,           0.0014344,             0.90137,             0.63567,             0.73777,              0.4594,            0.043507,            0.014409,           0.0026678,           0.0084853,           0.0084853,           0.0084853
                 308,            0.033145,            0.024481,           0.0016688,             0.82985,             0.63024,             0.71145,             0.44505,            0.044588,            0.014163,            0.003414,           0.0084803,           0.0084803,           0.0084803
                 309,            0.033247,            0.022164,           0.0018128,             0.90573,              0.6377,              0.7442,             0.45057,            0.042637,            0.014845,           0.0031785,           0.0084754,           0.0084754,           0.0084754
                 310,            0.032075,            0.023964,           0.0014222,             0.83418,             0.64961,             0.72839,             0.44537,            0.044151,            0.015431,           0.0028589,           0.0084705,           0.0084705,           0.0084705
                 311,            0.033168,            0.023067,           0.0015292,             0.88636,             0.64215,             0.73921,             0.45218,            0.044823,            0.015229,           0.0033868,           0.0084655,           0.0084655,           0.0084655
                 312,            0.032639,            0.023483,           0.0013401,             0.88642,             0.62491,             0.73047,             0.45621,            0.043938,            0.014625,           0.0025848,           0.0084606,           0.0084606,           0.0084606
                 313,             0.03384,            0.023135,            0.001595,             0.82057,             0.68539,             0.73545,             0.46294,            0.041489,             0.01515,           0.0028553,           0.0084556,           0.0084556,           0.0084556
                 314,            0.032069,            0.022598,           0.0016655,             0.87289,             0.65112,             0.73915,             0.47131,            0.042397,            0.015036,           0.0029051,           0.0084507,           0.0084507,           0.0084507
                 315,            0.032312,            0.023614,           0.0016025,             0.89991,             0.63993,             0.74518,             0.46613,            0.043479,            0.015403,           0.0027004,           0.0084457,           0.0084457,           0.0084457
                 316,            0.031522,            0.023454,           0.0015621,              0.8221,             0.63918,             0.70384,             0.42973,            0.046304,            0.016374,           0.0039384,           0.0084408,           0.0084408,           0.0084408
                 317,            0.032201,            0.022595,           0.0016951,             0.85543,             0.61747,             0.71858,             0.44325,            0.045328,            0.015877,           0.0044888,           0.0084358,           0.0084358,           0.0084358
                 318,             0.03221,            0.022626,           0.0016318,             0.82824,             0.64668,             0.70539,             0.43961,            0.043912,            0.015655,           0.0040333,           0.0084309,           0.0084309,           0.0084309
                 319,             0.03243,            0.022981,           0.0013347,              0.8464,             0.63293,             0.71323,             0.44688,            0.044394,            0.016078,           0.0036361,           0.0084259,           0.0084259,           0.0084259
                 320,            0.032222,            0.023514,           0.0014638,             0.81697,             0.67271,             0.72492,             0.44341,            0.043714,             0.01527,           0.0030643,           0.0084209,           0.0084209,           0.0084209
                 321,             0.03137,            0.022655,            0.001602,             0.82153,             0.65885,             0.73896,             0.46261,            0.041287,            0.014947,           0.0029217,            0.008416,            0.008416,            0.008416
                 322,            0.031557,            0.022344,           0.0014897,             0.84822,              0.6553,             0.73295,             0.45706,            0.041541,            0.014988,           0.0025126,            0.008411,            0.008411,            0.008411
                 323,            0.031107,            0.022631,           0.0014052,             0.89849,             0.63842,              0.7357,             0.45676,            0.043027,            0.015852,           0.0031816,           0.0084061,           0.0084061,           0.0084061
                 324,            0.031825,            0.023406,           0.0014624,             0.83658,             0.66827,              0.7362,             0.45696,            0.041292,            0.015721,           0.0025848,           0.0084012,           0.0084012,           0.0084012
                 325,            0.032665,            0.024437,           0.0014863,             0.89107,             0.63175,             0.73707,              0.4572,            0.041127,            0.015579,            0.003058,           0.0083962,           0.0083962,           0.0083962
                 326,            0.030338,            0.022305,            0.001308,             0.86967,             0.63921,             0.72825,             0.46769,            0.040631,            0.015875,           0.0035424,           0.0083913,           0.0083913,           0.0083913
                 327,            0.029464,            0.021987,            0.001654,             0.86025,             0.64429,             0.73085,             0.45987,            0.041709,            0.015529,           0.0033719,           0.0083863,           0.0083863,           0.0083863
                 328,            0.032058,            0.022397,           0.0017197,             0.84345,             0.63046,             0.71258,             0.45437,            0.044217,            0.015577,           0.0043832,           0.0083814,           0.0083814,           0.0083814
                 329,            0.030226,            0.022444,           0.0013234,             0.88113,             0.65263,             0.73534,             0.45715,            0.042694,            0.015401,           0.0037472,           0.0083764,           0.0083764,           0.0083764
                 330,             0.03213,            0.023375,            0.001427,             0.82891,             0.70442,             0.74545,             0.46458,              0.0434,            0.014924,            0.002656,           0.0083715,           0.0083715,           0.0083715
                 331,            0.031633,            0.023145,           0.0015574,             0.92406,             0.62951,             0.73187,             0.45927,            0.044607,            0.014737,           0.0027967,           0.0083665,           0.0083665,           0.0083665
                 332,            0.031042,             0.02221,           0.0013387,             0.85097,             0.65309,             0.72443,             0.46488,            0.044457,            0.015177,           0.0026171,           0.0083616,           0.0083616,           0.0083616
                 333,            0.030684,            0.022033,           0.0015002,             0.93699,             0.62429,             0.74754,             0.47278,            0.044151,            0.015147,           0.0030961,           0.0083566,           0.0083566,           0.0083566
                 334,            0.031889,             0.02219,           0.0016218,             0.91399,             0.64144,             0.71423,             0.45335,            0.044648,            0.015877,           0.0039176,           0.0083517,           0.0083517,           0.0083517
                 335,            0.031609,            0.022738,           0.0016837,             0.88853,              0.6516,             0.73195,             0.46475,            0.045165,            0.015381,           0.0046204,           0.0083467,           0.0083467,           0.0083467
                 336,            0.031013,             0.02192,           0.0015638,             0.90983,             0.63993,             0.73908,             0.45991,              0.0445,            0.015323,           0.0042407,           0.0083418,           0.0083418,           0.0083418
                 337,            0.031093,             0.02207,           0.0013895,             0.90933,             0.62802,             0.71878,             0.45365,             0.04561,            0.015081,           0.0051477,           0.0083368,           0.0083368,           0.0083368
                 338,            0.030449,            0.021582,           0.0013509,             0.94254,             0.63246,             0.71338,             0.45552,             0.04642,            0.016106,           0.0044066,           0.0083319,           0.0083319,           0.0083319
                 339,            0.031199,            0.023064,           0.0015885,             0.90638,             0.64061,             0.72947,             0.46637,            0.045142,            0.015231,           0.0043308,           0.0083269,           0.0083269,           0.0083269
                 340,            0.031401,            0.022701,           0.0013444,             0.86048,             0.66231,             0.73494,             0.46656,             0.04614,            0.014601,            0.005217,           0.0083219,           0.0083219,           0.0083219
                 341,            0.031064,            0.024167,           0.0017802,              0.8093,             0.67946,             0.72882,             0.46113,            0.044938,            0.015106,           0.0033391,            0.008317,            0.008317,            0.008317
                 342,            0.030298,            0.023487,            0.001498,             0.79858,              0.6939,             0.74147,             0.45725,            0.043138,            0.015287,           0.0032439,            0.008312,            0.008312,            0.008312
                 343,            0.031475,            0.023066,           0.0013608,             0.89047,             0.62802,             0.73392,             0.46503,            0.041927,            0.015414,           0.0029318,           0.0083071,           0.0083071,           0.0083071
                 344,            0.032243,            0.022656,           0.0013425,             0.86244,              0.6695,             0.73328,             0.45902,            0.042605,             0.01557,           0.0028195,           0.0083022,           0.0083022,           0.0083022
                 345,            0.030045,            0.021619,           0.0014997,             0.80101,             0.68727,             0.73213,             0.46149,            0.043456,            0.015256,           0.0031255,           0.0082972,           0.0082972,           0.0082972
                 346,            0.030146,             0.02152,           0.0012243,             0.81476,             0.64225,             0.71194,             0.45305,             0.04314,            0.015471,           0.0031201,           0.0082922,           0.0082922,           0.0082922
                 347,            0.031683,            0.022777,           0.0018329,             0.84688,              0.6531,             0.71672,              0.4483,            0.044433,             0.01537,           0.0030782,           0.0082873,           0.0082873,           0.0082873
                 348,            0.031135,            0.023485,           0.0012036,             0.88357,             0.66704,             0.74332,              0.4626,            0.045009,            0.015158,           0.0028743,           0.0082824,           0.0082824,           0.0082824
                 349,            0.030541,            0.022274,           0.0014212,             0.87904,             0.65213,             0.74542,             0.47081,             0.04399,            0.014813,           0.0028889,           0.0082774,           0.0082774,           0.0082774
                 350,            0.030271,              0.0225,           0.0014679,             0.88212,             0.62802,             0.72828,             0.46057,            0.045886,            0.014538,           0.0031981,           0.0082725,           0.0082725,           0.0082725
                 351,            0.031026,            0.021359,           0.0014218,             0.83334,             0.68168,             0.74115,             0.46949,            0.045131,            0.014784,           0.0025557,           0.0082675,           0.0082675,           0.0082675
                 352,            0.029622,            0.021329,           0.0015091,             0.84076,             0.67952,             0.74315,             0.46444,            0.042687,            0.014568,           0.0022521,           0.0082626,           0.0082626,           0.0082626
                 353,            0.032273,            0.022433,           0.0016922,             0.86299,             0.67573,             0.73996,             0.46772,            0.043163,            0.014966,            0.002561,           0.0082576,           0.0082576,           0.0082576
                 354,            0.030104,            0.021282,           0.0015785,             0.86298,             0.66153,             0.73959,             0.47041,            0.042023,            0.014891,           0.0026162,           0.0082527,           0.0082527,           0.0082527
                 355,            0.030105,            0.021512,           0.0015031,             0.85345,             0.63448,             0.73675,              0.4724,            0.042136,            0.015064,           0.0024335,           0.0082477,           0.0082477,           0.0082477
                 356,            0.030064,            0.021945,           0.0012155,             0.84126,              0.6485,             0.73236,             0.46962,            0.041422,            0.015937,           0.0025678,           0.0082428,           0.0082428,           0.0082428
                 357,            0.030707,            0.022483,           0.0012101,             0.79464,             0.66302,             0.72634,             0.45573,            0.040332,            0.015932,            0.002674,           0.0082378,           0.0082378,           0.0082378
                 358,            0.030189,            0.021358,           0.0015166,             0.86632,             0.61736,              0.7127,             0.46224,            0.042426,            0.015555,           0.0028278,           0.0082328,           0.0082328,           0.0082328
                 359,            0.032413,            0.022835,            0.001635,             0.90918,             0.64083,             0.73449,             0.47027,            0.043625,            0.015655,           0.0034224,           0.0082279,           0.0082279,           0.0082279
                 360,            0.031299,            0.021457,           0.0011001,              0.8291,             0.68248,             0.73728,             0.46264,            0.043283,            0.015143,            0.003701,           0.0082229,           0.0082229,           0.0082229
                 361,            0.029286,             0.02243,           0.0012735,             0.87182,             0.66476,             0.73881,             0.45724,            0.041978,            0.015315,           0.0036821,            0.008218,            0.008218,            0.008218
                 362,             0.02991,            0.021694,           0.0016338,             0.86427,              0.6329,             0.71537,             0.44086,            0.045188,            0.016182,           0.0040765,           0.0082131,           0.0082131,           0.0082131
                 363,            0.031016,            0.022501,            0.001484,             0.86033,             0.66009,             0.72743,             0.44557,            0.044696,            0.015455,           0.0036651,           0.0082081,           0.0082081,           0.0082081
                 364,            0.030511,             0.02153,           0.0016083,             0.87633,             0.64071,             0.72325,             0.44851,            0.047021,            0.015372,           0.0033106,           0.0082032,           0.0082032,           0.0082032
                 365,             0.02964,            0.022239,           0.0012044,             0.86129,             0.66453,             0.74395,             0.46239,            0.045114,            0.015837,           0.0027096,           0.0081982,           0.0081982,           0.0081982
                 366,            0.029371,            0.020211,           0.0013992,             0.90843,             0.64517,             0.73565,             0.46016,             0.04391,            0.015502,           0.0026513,           0.0081932,           0.0081932,           0.0081932
