               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 492,            0.027129,             0.02071,           0.0011746,             0.89674,             0.64744,             0.75234,              0.4815,            0.042821,            0.015722,            0.003321,           0.0075695,           0.0075695,           0.0075695
                 493,            0.025544,            0.019165,           0.0012261,             0.88067,             0.65483,             0.73826,             0.48123,            0.044276,            0.016078,           0.0029956,           0.0075646,           0.0075646,           0.0075646
                 494,              0.0266,             0.02083,           0.0012818,             0.85405,             0.66604,             0.75087,             0.49091,            0.043765,            0.016752,           0.0026598,           0.0075597,           0.0075597,           0.0075597
                 495,            0.027377,            0.020132,           0.0011097,             0.84458,             0.68779,             0.75213,              0.4863,            0.044151,            0.016979,           0.0029613,           0.0075547,           0.0075547,           0.0075547
                 496,            0.027076,            0.020109,           0.0011948,             0.88639,             0.66139,             0.75785,             0.49299,            0.043928,            0.016013,           0.0026217,           0.0075498,           0.0075498,           0.0075498
                 497,            0.026178,            0.019853,           0.0011131,             0.88772,             0.68001,             0.75411,             0.48912,             0.04132,            0.015603,           0.0024889,           0.0075448,           0.0075448,           0.0075448
                 498,            0.025938,            0.018336,           0.0014399,             0.93188,             0.65894,             0.74987,             0.48977,            0.041652,            0.015635,           0.0027398,           0.0075399,           0.0075399,           0.0075399
                 499,            0.028348,            0.021066,            0.001315,             0.80235,              0.6978,             0.74054,             0.47696,            0.043061,            0.014679,           0.0033694,           0.0075349,           0.0075349,           0.0075349
                 500,            0.026164,             0.01908,           0.0012915,              0.8799,             0.66231,             0.75446,             0.49708,            0.041817,             0.01451,           0.0028335,           0.0075299,           0.0075299,           0.0075299
                 501,            0.026759,            0.019373,           0.0013649,             0.85228,             0.68319,             0.75932,             0.48942,            0.042396,            0.014791,           0.0029102,            0.007525,            0.007525,            0.007525
                 502,            0.026073,            0.018949,           0.0014835,             0.85718,             0.67724,             0.73555,             0.47929,            0.042899,            0.014679,           0.0032135,           0.0075201,           0.0075201,           0.0075201
                 503,            0.026644,            0.020124,           0.0015518,             0.88853,             0.66382,             0.74604,             0.48205,            0.045236,            0.015433,           0.0033978,           0.0075151,           0.0075151,           0.0075151
                 504,            0.025796,            0.019453,           0.0011166,             0.84383,             0.68017,             0.75286,             0.49014,            0.041664,            0.015505,           0.0033932,           0.0075102,           0.0075102,           0.0075102
                 505,            0.025803,            0.019435,           0.0011455,             0.84514,             0.70626,             0.76109,             0.50721,            0.041133,            0.015006,           0.0033983,           0.0075052,           0.0075052,           0.0075052
                 506,            0.025896,            0.018385,           0.0012648,             0.87765,             0.68454,             0.74484,             0.49829,            0.041748,            0.015303,           0.0030814,           0.0075003,           0.0075003,           0.0075003
                 507,            0.027255,            0.020191,           0.0012548,             0.90385,             0.66912,              0.7417,             0.48577,            0.045228,            0.015371,           0.0030591,           0.0074953,           0.0074953,           0.0074953
                 508,            0.027688,            0.021179,           0.0010997,             0.84359,              0.7003,             0.75454,             0.50645,            0.042961,            0.015128,           0.0031114,           0.0074903,           0.0074903,           0.0074903
                 509,            0.025636,            0.018994,           0.0014245,             0.86482,             0.66604,             0.75439,             0.50536,            0.042137,            0.015502,           0.0028259,           0.0074854,           0.0074854,           0.0074854
                 510,            0.025043,            0.019936,           0.0011589,             0.91297,             0.68168,              0.7694,             0.50651,            0.041347,            0.014878,            0.002913,           0.0074805,           0.0074805,           0.0074805
                 511,            0.027072,            0.018462,           0.0013648,             0.86109,             0.71224,             0.74976,             0.49678,            0.042094,            0.014629,           0.0029474,           0.0074755,           0.0074755,           0.0074755
                 512,            0.026915,            0.019592,           0.0012125,              0.8415,             0.72008,             0.76183,             0.49598,            0.041711,            0.014596,           0.0028193,           0.0074705,           0.0074705,           0.0074705
                 513,            0.026146,            0.019499,           0.0013743,             0.88652,             0.69883,             0.76293,              0.4997,            0.041728,            0.014939,           0.0027835,           0.0074656,           0.0074656,           0.0074656
                 514,            0.026139,            0.019012,           0.0013847,             0.87935,             0.67781,               0.769,             0.50398,            0.041277,            0.015154,           0.0024469,           0.0074607,           0.0074607,           0.0074607
                 515,            0.026592,            0.018981,            0.001263,             0.91601,             0.67063,             0.77239,             0.49327,            0.043646,            0.015771,           0.0029566,           0.0074557,           0.0074557,           0.0074557
                 516,            0.027632,            0.020439,           0.0011827,             0.87267,             0.71748,             0.78223,             0.49836,            0.042594,            0.015085,           0.0033375,           0.0074507,           0.0074507,           0.0074507
                 517,             0.02581,            0.019775,           0.0014291,             0.83626,             0.69596,             0.76536,             0.49201,            0.044939,            0.014842,           0.0040537,           0.0074458,           0.0074458,           0.0074458
                 518,            0.025885,            0.019301,           0.0013098,             0.89499,             0.66827,             0.75182,             0.48484,            0.044145,            0.014585,           0.0033018,           0.0074408,           0.0074408,           0.0074408
                 519,               0.025,            0.018773,           0.0012239,             0.89043,             0.67403,             0.75829,             0.50028,            0.045125,            0.014789,           0.0032985,           0.0074359,           0.0074359,           0.0074359
                 520,            0.026798,            0.020004,           0.0012013,             0.86513,             0.70087,             0.75558,             0.49036,            0.045621,            0.014705,           0.0036102,           0.0074309,           0.0074309,           0.0074309
                 521,            0.025402,             0.01779,           0.0013535,             0.87476,             0.67946,              0.7575,              0.5008,            0.043477,            0.015284,            0.003336,            0.007426,            0.007426,            0.007426
                 522,            0.024879,            0.018483,           0.0011537,             0.86946,             0.70105,             0.77246,             0.49935,            0.042663,            0.015764,           0.0030214,           0.0074211,           0.0074211,           0.0074211
                 523,             0.02611,            0.019582,           0.0011003,             0.84925,             0.68348,             0.75246,             0.49242,            0.041891,            0.015622,            0.002698,           0.0074161,           0.0074161,           0.0074161
                 524,            0.025432,            0.019757,           0.0011014,              0.8687,             0.67946,             0.75633,             0.49467,            0.041116,            0.016061,           0.0029605,           0.0074112,           0.0074112,           0.0074112
                 525,             0.02616,            0.018589,           0.0012601,             0.86131,             0.67001,              0.7507,             0.49393,             0.04216,            0.016459,           0.0033137,           0.0074062,           0.0074062,           0.0074062
                 526,            0.025643,            0.018242,            0.001202,             0.86589,             0.69136,             0.75782,             0.49718,            0.040893,            0.016026,           0.0025947,           0.0074013,           0.0074013,           0.0074013
                 527,             0.02591,            0.018574,           0.0012963,             0.82522,             0.71316,             0.75439,             0.49454,            0.041566,            0.016075,           0.0024797,           0.0073963,           0.0073963,           0.0073963
                 528,            0.026392,            0.019055,            0.001117,             0.81284,             0.72891,             0.76416,              0.4873,             0.04261,            0.015729,           0.0027676,           0.0073913,           0.0073913,           0.0073913
                 529,            0.027364,            0.019525,           0.0012871,             0.84691,             0.67403,             0.74858,             0.49184,            0.044014,            0.015973,           0.0033179,           0.0073864,           0.0073864,           0.0073864
                 530,            0.026133,            0.019543,           0.0012482,             0.81284,             0.67573,             0.73599,             0.49589,             0.04457,            0.015597,           0.0030239,           0.0073815,           0.0073815,           0.0073815
                 531,            0.026877,             0.01997,           0.0011505,             0.86064,             0.69312,             0.74571,             0.48813,            0.046568,            0.015534,           0.0032109,           0.0073765,           0.0073765,           0.0073765
                 532,            0.025079,            0.018428,             0.00126,              0.8607,              0.6932,             0.74847,             0.48917,            0.045723,            0.015607,           0.0031458,           0.0073715,           0.0073715,           0.0073715
                 533,            0.026518,             0.01943,           0.0013156,             0.86868,             0.67049,             0.76036,             0.49477,            0.044186,            0.015962,           0.0032484,           0.0073666,           0.0073666,           0.0073666
                 534,            0.024922,            0.018676,          0.00094684,             0.85448,             0.67304,              0.7505,             0.49402,            0.042826,            0.016035,           0.0031585,           0.0073617,           0.0073617,           0.0073617
                 535,            0.026064,            0.018701,           0.0011149,             0.85762,             0.66438,             0.72974,             0.47921,            0.043268,             0.01585,           0.0031701,           0.0073567,           0.0073567,           0.0073567
                 536,            0.025697,            0.019094,           0.0011843,             0.89113,             0.66231,             0.75834,             0.49852,            0.043168,            0.016078,           0.0028468,           0.0073517,           0.0073517,           0.0073517
                 537,            0.025354,            0.019364,           0.0012755,              0.8454,              0.6847,             0.75984,             0.50414,            0.043053,            0.016286,           0.0027358,           0.0073468,           0.0073468,           0.0073468
                 538,            0.025819,            0.019081,           0.0011932,             0.87106,             0.68389,             0.76152,             0.49565,            0.043012,            0.016374,           0.0027685,           0.0073419,           0.0073419,           0.0073419
                 539,            0.026643,            0.019657,           0.0012952,             0.87526,             0.67044,             0.76726,             0.50814,            0.041339,            0.015884,           0.0029997,           0.0073369,           0.0073369,           0.0073369
                 540,            0.025868,            0.019253,           0.0011509,             0.87721,             0.68795,             0.76777,             0.51112,            0.041555,             0.01541,           0.0034424,           0.0073319,           0.0073319,           0.0073319
                 541,             0.02599,            0.019486,            0.001192,             0.88587,             0.64966,             0.75331,             0.49971,            0.041989,            0.015521,           0.0028729,            0.007327,            0.007327,            0.007327
                 542,            0.024826,            0.018792,           0.0012218,              0.9076,             0.64184,             0.75683,             0.50393,            0.042953,            0.016167,           0.0028491,           0.0073221,           0.0073221,           0.0073221
                 543,            0.025701,            0.019466,           0.0011604,             0.87733,             0.64144,             0.73467,             0.49155,            0.044306,            0.016577,           0.0033886,           0.0073171,           0.0073171,           0.0073171
                 544,            0.025653,            0.018436,           0.0012554,             0.82313,             0.69661,               0.749,             0.50353,            0.042269,            0.015592,           0.0031134,           0.0073121,           0.0073121,           0.0073121
                 545,            0.025907,            0.018709,           0.0013304,             0.83659,             0.68914,             0.75536,              0.5036,            0.041537,            0.015487,           0.0030439,           0.0073072,           0.0073072,           0.0073072
                 546,            0.025594,            0.018062,           0.0011453,             0.79897,             0.70642,             0.75323,             0.49747,            0.040838,            0.016452,            0.003223,           0.0073023,           0.0073023,           0.0073023
                 547,             0.02494,            0.019233,           0.0011966,             0.89198,             0.64579,             0.75013,             0.49621,             0.04259,            0.016329,           0.0035222,           0.0072973,           0.0072973,           0.0072973
                 548,            0.025163,            0.020582,           0.0010293,             0.84116,               0.707,             0.76624,             0.49163,            0.042949,            0.015558,           0.0033011,           0.0072923,           0.0072923,           0.0072923
                 549,            0.025439,            0.019423,           0.0012672,             0.82439,             0.71224,             0.74853,             0.49473,            0.041892,            0.014654,           0.0030407,           0.0072874,           0.0072874,           0.0072874
                 550,            0.025088,            0.018652,           0.0010962,             0.88328,             0.69781,             0.75578,              0.5011,            0.042765,            0.014342,           0.0029829,           0.0072825,           0.0072825,           0.0072825
                 551,             0.02633,             0.01843,           0.0012311,             0.89718,             0.67677,             0.75375,             0.50902,            0.042539,             0.01472,           0.0023005,           0.0072775,           0.0072775,           0.0072775
                 552,            0.025315,            0.019003,           0.0011599,             0.89113,             0.69935,             0.75808,             0.51249,             0.04159,            0.014748,           0.0022963,           0.0072725,           0.0072725,           0.0072725
                 553,            0.025585,            0.019149,           0.0012359,             0.89667,             0.67926,             0.76022,             0.50249,            0.040741,            0.015221,           0.0023724,           0.0072676,           0.0072676,           0.0072676
                 554,            0.025451,            0.018885,           0.0012152,             0.87198,             0.70685,             0.76868,             0.50766,             0.04067,            0.015367,           0.0025905,           0.0072627,           0.0072627,           0.0072627
                 555,            0.025385,             0.01927,           0.0013175,             0.83494,             0.72145,             0.76763,             0.50943,            0.039804,            0.015098,           0.0026448,           0.0072577,           0.0072577,           0.0072577
                 556,            0.026438,            0.020125,           0.0010801,             0.84075,             0.70277,             0.75503,               0.506,            0.040869,            0.015422,           0.0027578,           0.0072527,           0.0072527,           0.0072527
                 557,            0.026017,            0.019783,           0.0015585,             0.84457,             0.69619,             0.75403,             0.50262,            0.041132,            0.015244,           0.0028917,           0.0072478,           0.0072478,           0.0072478
                 558,            0.026073,            0.018076,            0.001376,             0.87775,             0.66141,             0.74771,             0.49879,            0.040383,            0.015534,           0.0030022,           0.0072429,           0.0072429,           0.0072429
                 559,            0.025672,            0.018956,           0.0012539,             0.89812,             0.64967,             0.73553,             0.49824,            0.042249,            0.016527,           0.0037949,           0.0072379,           0.0072379,           0.0072379
                 560,            0.025459,            0.018789,           0.0012523,             0.88428,             0.66986,             0.74744,              0.4925,             0.04141,            0.015581,           0.0031434,           0.0072329,           0.0072329,           0.0072329
                 561,            0.026444,            0.019471,           0.0012623,             0.85504,             0.70993,             0.76206,             0.50633,            0.041926,            0.015722,           0.0028106,            0.007228,            0.007228,            0.007228
                 562,            0.023872,            0.018503,          0.00096817,             0.85953,             0.68834,             0.75817,             0.50095,             0.04254,            0.015805,           0.0031008,           0.0072231,           0.0072231,           0.0072231
                 563,            0.025464,            0.019657,           0.0013182,             0.82018,             0.70851,             0.75889,              0.5048,            0.042681,            0.015406,           0.0034225,           0.0072181,           0.0072181,           0.0072181
                 564,            0.025346,            0.018321,           0.0011295,             0.87841,             0.70903,             0.76011,             0.49928,            0.043035,            0.014937,           0.0032845,           0.0072132,           0.0072132,           0.0072132
                 565,              0.0257,            0.018923,           0.0014437,             0.87824,             0.69459,              0.7704,             0.50073,            0.041754,            0.015103,           0.0029471,           0.0072082,           0.0072082,           0.0072082
                 566,             0.02541,            0.018791,           0.0011987,             0.87607,             0.70904,             0.77408,             0.49808,            0.040796,            0.015339,           0.0028061,           0.0072033,           0.0072033,           0.0072033
                 567,            0.024507,            0.018082,           0.0010765,             0.87986,              0.6904,             0.76577,             0.51098,            0.042146,            0.015918,           0.0031726,           0.0071983,           0.0071983,           0.0071983
                 568,            0.025136,            0.018525,           0.0012528,             0.89019,             0.65414,             0.75448,             0.50772,             0.04459,            0.016311,           0.0033985,           0.0071934,           0.0071934,           0.0071934
                 569,            0.024172,             0.01877,           0.0011413,             0.84965,             0.70408,             0.75911,             0.49293,            0.044342,            0.016165,           0.0030619,           0.0071884,           0.0071884,           0.0071884
                 570,            0.025412,            0.018356,           0.0012087,             0.88548,             0.69234,             0.75618,             0.48802,            0.044124,            0.016435,            0.003317,           0.0071835,           0.0071835,           0.0071835
                 571,            0.025685,            0.019243,             0.00121,             0.89016,             0.67249,             0.75467,             0.49453,            0.043747,            0.016879,           0.0033346,           0.0071785,           0.0071785,           0.0071785
                 572,            0.025609,             0.01828,           0.0011186,             0.88664,             0.69786,             0.77641,             0.49896,            0.042406,             0.01612,           0.0028482,           0.0071736,           0.0071736,           0.0071736
                 573,            0.023978,            0.018395,           0.0011737,              0.8632,             0.69796,             0.77677,             0.50248,            0.042354,              0.0156,           0.0030316,           0.0071686,           0.0071686,           0.0071686
                 574,            0.025159,            0.019851,           0.0012221,             0.89952,             0.68985,             0.77279,             0.49331,            0.040799,            0.015509,           0.0031075,           0.0071637,           0.0071637,           0.0071637
                 575,            0.025319,            0.018705,           0.0012012,             0.85221,             0.69891,             0.76413,             0.49693,            0.040598,            0.015775,           0.0031284,           0.0071587,           0.0071587,           0.0071587
                 576,            0.024793,            0.018445,           0.0011779,             0.89498,             0.69954,             0.77134,             0.50533,            0.042033,             0.01594,           0.0030425,           0.0071538,           0.0071538,           0.0071538
                 577,            0.025148,            0.017483,           0.0012266,             0.88852,             0.67692,             0.75671,             0.49229,            0.044407,            0.016174,           0.0035326,           0.0071488,           0.0071488,           0.0071488
                 578,            0.025713,            0.018745,           0.0013265,             0.91784,             0.69251,              0.7691,             0.49994,            0.041824,            0.015605,           0.0028375,           0.0071439,           0.0071439,           0.0071439
                 579,            0.024959,            0.018581,            0.001485,             0.86278,             0.70681,              0.7756,             0.50478,            0.040282,            0.015318,           0.0024491,           0.0071389,           0.0071389,           0.0071389
                 580,            0.024436,            0.018832,           0.0010807,             0.90227,             0.69646,             0.77911,             0.51273,            0.040663,             0.01535,            0.002457,            0.007134,            0.007134,            0.007134
                 581,            0.025635,            0.019001,            0.001343,             0.90121,             0.70256,             0.76399,             0.50656,            0.041282,            0.015539,           0.0024874,            0.007129,            0.007129,            0.007129
                 582,            0.026163,            0.018425,           0.0011632,             0.90229,             0.65334,             0.74416,             0.49626,            0.041456,            0.016817,           0.0028638,           0.0071241,           0.0071241,           0.0071241
                 583,            0.024796,            0.019039,           0.0011911,             0.87352,             0.69858,              0.7561,             0.49442,            0.039903,            0.017162,           0.0027918,           0.0071191,           0.0071191,           0.0071191
                 584,            0.024568,            0.018547,           0.0010264,             0.89707,             0.67422,             0.74323,              0.4866,             0.04003,             0.01672,            0.003035,           0.0071142,           0.0071142,           0.0071142
                 585,            0.024768,            0.018974,           0.0012141,             0.87512,             0.69952,             0.75904,             0.49982,            0.040104,            0.016387,           0.0031581,           0.0071092,           0.0071092,           0.0071092
                 586,            0.024967,            0.017811,            0.001057,             0.87639,              0.6839,             0.75422,             0.50306,            0.040547,            0.016114,           0.0031453,           0.0071042,           0.0071042,           0.0071042
                 587,            0.024597,            0.019419,            0.001094,             0.90926,             0.68612,             0.75598,             0.50861,            0.039755,            0.015333,           0.0026968,           0.0070993,           0.0070993,           0.0070993
                 588,            0.025053,            0.018663,           0.0010316,             0.89072,             0.70851,             0.76871,             0.50921,            0.039387,            0.014555,           0.0026299,           0.0070944,           0.0070944,           0.0070944
                 589,            0.025021,            0.017491,           0.0011846,             0.90971,             0.70176,             0.77326,             0.51693,            0.039103,             0.01465,           0.0026476,           0.0070894,           0.0070894,           0.0070894
                 590,            0.025363,            0.018168,           0.0013357,             0.91192,             0.69462,             0.77429,             0.51714,            0.039129,            0.014563,           0.0027943,           0.0070844,           0.0070844,           0.0070844
                 591,            0.023792,            0.017133,            0.001019,             0.85198,             0.72566,             0.76571,             0.50879,            0.040413,            0.015269,           0.0032145,           0.0070795,           0.0070795,           0.0070795
                 592,            0.024315,            0.018858,           0.0010414,             0.89922,             0.69638,             0.77357,             0.51407,            0.039497,            0.015416,           0.0034061,           0.0070746,           0.0070746,           0.0070746
                 593,            0.024408,             0.01888,           0.0011456,             0.90935,             0.66477,             0.75097,             0.49256,            0.039894,            0.015962,           0.0031048,           0.0070696,           0.0070696,           0.0070696
                 594,            0.025637,            0.019298,           0.0012195,             0.90084,             0.68468,             0.76152,             0.50222,            0.041211,            0.016087,            0.003057,           0.0070647,           0.0070647,           0.0070647
                 595,            0.024466,            0.017992,          0.00097925,             0.90333,             0.69564,             0.77644,             0.49938,             0.04193,             0.01553,           0.0031642,           0.0070597,           0.0070597,           0.0070597
                 596,            0.025467,            0.018234,            0.001212,             0.89328,             0.68914,             0.77068,             0.50626,            0.041697,            0.015081,           0.0031954,           0.0070547,           0.0070547,           0.0070547
                 597,            0.025504,            0.018618,          0.00086255,             0.88166,             0.69352,             0.76282,             0.50948,            0.040816,            0.014918,           0.0030855,           0.0070498,           0.0070498,           0.0070498
                 598,             0.02422,            0.019251,          0.00099008,             0.87303,             0.69649,             0.75104,              0.5092,            0.042078,            0.014675,            0.003507,           0.0070449,           0.0070449,           0.0070449
                 599,            0.024771,            0.018032,           0.0012258,                0.92,             0.66278,             0.76217,             0.51144,            0.042545,            0.014637,           0.0037457,           0.0070399,           0.0070399,           0.0070399
                 600,             0.02421,            0.017444,           0.0012165,             0.90381,             0.69883,             0.76372,             0.51839,            0.041363,            0.014445,           0.0033346,           0.0070349,           0.0070349,           0.0070349
                 601,             0.02415,            0.018581,           0.0012963,             0.89987,             0.68247,             0.76356,             0.50292,            0.040984,            0.014411,           0.0032928,             0.00703,             0.00703,             0.00703
                 602,            0.024338,            0.018787,           0.0011751,             0.91626,             0.67805,             0.76775,             0.50825,            0.041095,            0.014411,           0.0033783,           0.0070251,           0.0070251,           0.0070251
                 603,            0.024206,            0.018908,           0.0011766,             0.91633,             0.68731,             0.76385,             0.51206,             0.04056,            0.014848,           0.0032949,           0.0070201,           0.0070201,           0.0070201
                 604,            0.025021,            0.018108,            0.001179,             0.90719,              0.6712,             0.75832,             0.50532,            0.039862,            0.015397,           0.0030063,           0.0070152,           0.0070152,           0.0070152
                 605,            0.024129,            0.017721,           0.0011576,             0.87591,             0.68027,              0.7511,             0.50328,            0.040531,            0.015435,           0.0030733,           0.0070102,           0.0070102,           0.0070102
                 606,            0.024442,            0.017843,            0.001278,             0.88213,             0.66996,             0.74108,             0.49665,            0.040492,            0.014821,           0.0028968,           0.0070053,           0.0070053,           0.0070053
                 607,            0.023939,            0.018471,           0.0012143,             0.86367,             0.69243,             0.75678,             0.49986,            0.040646,            0.014449,           0.0027717,           0.0070003,           0.0070003,           0.0070003
                 608,            0.025114,            0.018025,           0.0011491,             0.89264,             0.69973,             0.77262,             0.50331,              0.0415,            0.013845,            0.003042,           0.0069954,           0.0069954,           0.0069954
                 609,            0.025783,            0.018151,           0.0012965,             0.86239,              0.6844,             0.75937,             0.50067,            0.041048,            0.013746,           0.0030214,           0.0069904,           0.0069904,           0.0069904
                 610,             0.02447,            0.019152,           0.0010711,             0.84127,              0.6951,             0.74965,             0.49681,            0.041047,            0.014123,            0.002966,           0.0069854,           0.0069854,           0.0069854
                 611,            0.023682,            0.018619,            0.001082,             0.82941,             0.72052,             0.77131,             0.49949,             0.04183,            0.014704,           0.0031768,           0.0069805,           0.0069805,           0.0069805
                 612,            0.024991,            0.017053,           0.0011813,             0.86878,              0.6839,             0.76257,             0.48943,            0.041462,             0.01528,           0.0028588,           0.0069756,           0.0069756,           0.0069756
                 613,            0.024996,            0.018452,           0.0011502,             0.84688,             0.69105,             0.75627,             0.48631,             0.04054,            0.015729,           0.0026017,           0.0069706,           0.0069706,           0.0069706
                 614,            0.025509,            0.018733,           0.0011585,             0.83098,             0.67104,             0.74665,             0.49679,            0.040235,            0.015751,           0.0026914,           0.0069657,           0.0069657,           0.0069657
                 615,            0.025141,            0.017944,           0.0011596,             0.83655,             0.68358,             0.76235,             0.48804,            0.040855,            0.015144,           0.0033105,           0.0069607,           0.0069607,           0.0069607
                 616,            0.024524,            0.017219,           0.0011692,             0.85901,             0.67502,             0.76017,             0.49362,             0.04135,            0.014971,           0.0037033,           0.0069558,           0.0069558,           0.0069558
                 617,            0.025527,            0.017877,             0.00111,             0.86112,             0.70864,             0.75971,             0.49015,            0.041618,            0.014854,           0.0034181,           0.0069508,           0.0069508,           0.0069508
                 618,            0.024137,            0.016308,          0.00089319,             0.87521,             0.72299,             0.76939,             0.50581,             0.04018,            0.014748,           0.0030838,           0.0069458,           0.0069458,           0.0069458
                 619,             0.02437,            0.018378,           0.0011626,             0.90946,             0.69425,             0.76577,             0.50835,            0.040464,            0.015327,           0.0032118,           0.0069409,           0.0069409,           0.0069409
                 620,            0.024423,            0.017713,           0.0013419,             0.93101,             0.66604,             0.76993,             0.50519,             0.04091,            0.015779,           0.0032008,           0.0069359,           0.0069359,           0.0069359
                 621,            0.024793,            0.017724,           0.0012616,             0.91639,             0.66231,             0.76035,             0.50412,            0.042477,            0.015742,           0.0034273,            0.006931,            0.006931,            0.006931
                 622,            0.024159,            0.018166,           0.0013072,             0.89064,             0.70478,             0.76648,             0.50571,            0.040961,            0.015505,           0.0029838,           0.0069261,           0.0069261,           0.0069261
                 623,            0.024225,            0.017652,           0.0011886,             0.90346,             0.70593,             0.77125,             0.50633,            0.039841,            0.016215,           0.0025776,           0.0069211,           0.0069211,           0.0069211
                 624,             0.02331,            0.016759,           0.0010755,             0.89623,             0.70922,             0.77042,             0.51634,            0.039668,            0.016149,           0.0027641,           0.0069162,           0.0069162,           0.0069162
                 625,            0.024754,              0.0183,           0.0010832,             0.88979,             0.70105,             0.76892,             0.51322,            0.038409,            0.015573,           0.0027189,           0.0069112,           0.0069112,           0.0069112
                 626,            0.023513,            0.016922,            0.001125,             0.89394,             0.66827,             0.76651,              0.5006,            0.038586,            0.015026,            0.002356,           0.0069063,           0.0069063,           0.0069063
                 627,            0.024268,            0.017111,           0.0012456,             0.82685,             0.70178,             0.76061,             0.50198,            0.040337,            0.015103,           0.0025374,           0.0069013,           0.0069013,           0.0069013
                 628,            0.023477,            0.017883,            0.001179,             0.85921,             0.69065,             0.76708,             0.50128,            0.043161,            0.014957,           0.0029411,           0.0068963,           0.0068963,           0.0068963
                 629,            0.023437,            0.017032,           0.0012094,              0.9139,             0.67632,             0.77826,             0.50664,            0.044071,            0.014827,           0.0031616,           0.0068914,           0.0068914,           0.0068914
                 630,            0.024021,            0.018064,           0.0010635,             0.92578,             0.67019,             0.77077,             0.50642,            0.043395,            0.014634,           0.0030828,           0.0068864,           0.0068864,           0.0068864
                 631,            0.023331,            0.017117,           0.0010327,             0.87896,             0.69342,             0.76996,             0.51302,            0.041883,            0.014331,           0.0031564,           0.0068815,           0.0068815,           0.0068815
                 632,            0.023849,             0.01733,           0.0011259,             0.94967,             0.65858,             0.75853,             0.50627,            0.042875,            0.014972,           0.0034739,           0.0068766,           0.0068766,           0.0068766
                 633,            0.024513,            0.018392,           0.0010913,             0.88664,             0.66559,             0.75113,             0.50536,            0.042269,             0.01504,           0.0036226,           0.0068716,           0.0068716,           0.0068716
                 634,             0.02442,            0.017198,           0.0011223,             0.89526,             0.66978,             0.75677,             0.48962,            0.042274,            0.015916,           0.0034735,           0.0068667,           0.0068667,           0.0068667
                 635,            0.025423,            0.019294,           0.0011982,             0.87641,             0.68505,             0.77158,             0.50912,            0.042477,            0.015913,           0.0031885,           0.0068617,           0.0068617,           0.0068617
                 636,            0.025407,            0.018737,           0.0011286,             0.88793,             0.70931,             0.78446,             0.50912,            0.042361,            0.015374,            0.002965,           0.0068568,           0.0068568,           0.0068568
                 637,            0.024523,            0.017823,           0.0012853,             0.87088,             0.71065,             0.77945,             0.50935,            0.042383,             0.01569,           0.0034772,           0.0068518,           0.0068518,           0.0068518
                 638,            0.024699,              0.0181,            0.001073,             0.87896,             0.66978,             0.76845,              0.5056,            0.042861,            0.016392,           0.0038609,           0.0068468,           0.0068468,           0.0068468
                 639,            0.024386,            0.017973,           0.0012422,             0.86142,             0.69856,             0.76593,             0.51021,            0.042437,            0.016211,           0.0036518,           0.0068419,           0.0068419,           0.0068419
                 640,            0.023206,            0.017698,          0.00089647,             0.91264,             0.65422,             0.76999,             0.50963,            0.042946,            0.016235,           0.0037742,           0.0068369,           0.0068369,           0.0068369
                 641,             0.02387,            0.018878,           0.0010952,             0.89046,             0.66516,             0.76276,             0.50163,            0.042458,            0.015268,           0.0041408,            0.006832,            0.006832,            0.006832
                 642,            0.024025,            0.016639,            0.001114,             0.92996,             0.66596,             0.76017,             0.50259,            0.042593,            0.015315,           0.0041571,           0.0068271,           0.0068271,           0.0068271
                 643,            0.023848,            0.018245,           0.0012144,             0.87399,             0.69287,             0.76503,             0.50324,             0.04343,            0.015364,           0.0051804,           0.0068221,           0.0068221,           0.0068221
                 644,            0.024106,            0.018011,           0.0010906,             0.88172,             0.70296,             0.75594,             0.51051,            0.042923,            0.015366,           0.0046575,           0.0068172,           0.0068172,           0.0068172
                 645,            0.024058,            0.017124,           0.0011275,             0.85874,             0.69474,             0.76741,             0.51092,            0.041058,            0.016001,            0.004408,           0.0068122,           0.0068122,           0.0068122
